Evento,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo
UFC 106: Ortiz vs Griffin 2,Kendall Grove,Jake Rosholt,Middleweight,0,SUB Triangle Choke,1,3:59
UFC 106: Ortiz vs Griffin 2,Brian Foster,Brock Larson,Welterweight,0,KO/TKO Punches,2,3:25
UFC 106: Ortiz vs Griffin 2,Caol Uno,Fabricio Camoes,Lightweight,0,M-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,George Sotiropoulos,Jason Dent,Lightweight,0,SUB Armbar,2,4:36
UFC 105: Couture vs Vera,Randy Couture,Brandon Vera,Light Heavyweight,0,U-DEC,3,5:00
UFC 105: Couture vs Vera,Dan Hardy,Mike Swick,Welterweight,0,U-DEC,3,5:00
UFC 105: Couture vs Vera,Michael Bisping,Denis Kang,Middleweight,0,KO/TKO Punches,2,4:24
UFC 105: Couture vs Vera,Matt Brown,James Wilks,Welterweight,0,KO/TKO Punches,3,2:27
UFC 105: Couture vs Vera,Ross Pearson,Aaron Riley,Lightweight,0,KO/TKO,2,4:38
UFC 105: Couture vs Vera,John Hathaway,Paul Taylor,Welterweight,0,U-DEC,3,5:00
UFC 105: Couture vs Vera,Terry Etim,Shannon Gugerty,Lightweight,0,SUB Guillotine Choke,2,1:24
UFC 105: Couture vs Vera,Nick Osipczak,Matthew Riddle,Welterweight,0,KO/TKO Punches,3,3:53
UFC 105: Couture vs Vera,Dennis Siver,Paul Kelly,Lightweight,0,KO/TKO Punches,2,2:53
UFC 105: Couture vs Vera,Alexander Gustafsson,Jared Hamman,Light Heavyweight,0,KO/TKO Punch,1,0:41
UFC 105: Couture vs Vera,Andre Winner,Rolando Delgado,Lightweight,0,KO/TKO Punch,1,3:22
UFC 104: Machida vs Shogun,Lyoto Machida,Mauricio Rua,Light Heavyweight,1,U-DEC,5,5:00
UFC 104: Machida vs Shogun,Cain Velasquez,Ben Rothwell,Heavyweight,0,KO/TKO Punches,2,0:58
UFC 104: Machida vs Shogun,Gleison Tibau,Josh Neer,Lightweight,0,U-DEC,3,5:00
UFC 104: Machida vs Shogun,Joe Stevenson,Spencer Fisher,Lightweight,0,KO/TKO Elbows,2,4:03
UFC 104: Machida vs Shogun,Anthony Johnson,Yoshiyuki Yoshida,Welterweight,0,KO/TKO Punch,1,0:41
UFC 104: Machida vs Shogun,Ryan Bader,Eric Schafer,Light Heavyweight,0,U-DEC,3,5:00
UFC 104: Machida vs Shogun,Pat Barry,Antoni Hardonk,Heavyweight,0,KO/TKO Punches,2,2:30
UFC 104: Machida vs Shogun,Chael Sonnen,Yushin Okami,Middleweight,0,U-DEC,3,5:00
UFC 104: Machida vs Shogun,Jorge Rivera,Rob Kimmons,Middleweight,0,KO/TKO Punches,3,1:53
UFC 104: Machida vs Shogun,Kyle Kingsbury,Razak Al-Hassan,Light Heavyweight,0,S-DEC,3,5:00
UFC 104: Machida vs Shogun,Stefan Struve,Chase Gormley,Heavyweight,0,SUB Triangle Choke,1,4:04
UFC 103: Franklin vs Belfort,Vitor Belfort,Rich Franklin,Catch Weight,0,KO/TKO Punch,1,3:02
UFC 103: Franklin vs Belfort,Junior Dos Santos,Mirko Filipovic,Heavyweight,0,KO/TKO Punches,3,2:00
UFC 103: Franklin vs Belfort,Paul Daley,Martin Kampmann,Welterweight,0,KO/TKO Punches,1,2:31
UFC 103: Franklin vs Belfort,Josh Koscheck,Frank Trigg,Welterweight,0,KO/TKO Punch,1,1:25
UFC 103: Franklin vs Belfort,Tyson Griffin,Hermes Franca,Lightweight,0,KO/TKO Punch,2,3:26
UFC 103: Franklin vs Belfort,Efrain Escudero,Cole Miller,Lightweight,0,KO/TKO Punch,1,3:36
UFC 103: Franklin vs Belfort,Tomasz Drwal,Drew McFedries,Middleweight,0,SUB Rear Naked Choke,2,1:03
UFC 103: Franklin vs Belfort,Jim Miller,Steve Lopez,Lightweight,0,KO/TKO,2,0:48
UFC 103: Franklin vs Belfort,Nik Lentz,Rafaello Oliveira,Lightweight,0,U-DEC,3,5:00
UFC 103: Franklin vs Belfort,Rick Story,Brian Foster,Welterweight,0,SUB Arm Triangle,2,1:09
UFC 103: Franklin vs Belfort,Eliot Marshall,Jason Brilz,Light Heavyweight,0,S-DEC,3,5:00
UFC 103: Franklin vs Belfort,Vladimir Matyushenko,Igor Pokrajac,Light Heavyweight,0,U-DEC,3,5:00
UFC 103: Franklin vs Belfort,Rafael Dos Anjos,Rob Emerson,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Nate Diaz,Melvin Guillard,Lightweight,0,SUB Guillotine Choke,2,2:13
UFC Fight Night: Diaz vs Guillard,Gray Maynard,Roger Huerta,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Carlos Condit,Jake Ellenberger,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Nate Quarry,Tim Credeur,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Brian Stann,Steve Cantwell,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Mike Pyle,Chris Wilson,Welterweight,0,SUB Guillotine Choke,3,2:15
UFC Fight Night: Diaz vs Guillard,CB Dollaway,Jay Silva,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Jeremy Stephens,Justin Buchholz,Lightweight,0,KO/TKO,1,3:23
UFC Fight Night: Diaz vs Guillard,Mike Pierce,Brock Larson,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,Ryan Jensen,Steve Steinbeiss,Middleweight,0,SUB Guillotine Choke,1,3:56
UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira,Randy Couture,Heavyweight,0,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,Thiago Silva,Keith Jardine,Light Heavyweight,0,KO/TKO Punch,1,1:35
UFC 102: Couture vs Nogueira,Jake Rosholt,Chris Leben,Middleweight,0,SUB Arm Triangle,3,1:30
UFC 102: Couture vs Nogueira,Nate Marquardt,Demian Maia,Middleweight,0,KO/TKO Punch,1,0:21
UFC 102: Couture vs Nogueira,Brandon Vera,Krzysztof Soszynski,Light Heavyweight,0,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,Aaron Simpson,Ed Herman,Middleweight,0,KO/TKO,2,0:17
UFC 102: Couture vs Nogueira,Gabriel Gonzaga,Chris Tuchscherer,Heavyweight,0,KO/TKO Punches,1,2:27
UFC 102: Couture vs Nogueira,Mike Russow,Justin McCully,Heavyweight,0,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,Todd Duffee,Tim Hague,Heavyweight,0,KO/TKO Punch,1,0:07
UFC 102: Couture vs Nogueira,Mark Munoz,Nick Catone,Middleweight,0,S-DEC,3,5:00
UFC 102: Couture vs Nogueira,Evan Dunham,Marcus Aurelio,Lightweight,0,S-DEC,3,5:00
UFC 101: Declaration,BJ Penn,Kenny Florian,Lightweight,1,SUB Rear Naked Choke,4,3:54
UFC 101: Declaration,Anderson Silva,Forrest Griffin,Light Heavyweight,0,KO/TKO Punch,1,3:23
UFC 101: Declaration,Aaron Riley,Shane Nelson,Lightweight,0,U-DEC,3,5:00
UFC 101: Declaration,Johny Hendricks,Amir Sadollah,Welterweight,0,KO/TKO Punches,1,0:29
UFC 101: Declaration,Ricardo Almeida,Kendall Grove,Middleweight,0,U-DEC,3,5:00
UFC 101: Declaration,Kurt Pellegrino,Josh Neer,Lightweight,0,U-DEC,3,5:00
UFC 101: Declaration,John Howard,Tamdan McCrory,Welterweight,0,S-DEC,3,5:00
UFC 101: Declaration,Alessio Sakara,Thales Leites,Middleweight,0,S-DEC,3,5:00
UFC 101: Declaration,Matthew Riddle,Dan Cramer,Welterweight,0,U-DEC,3,5:00
UFC 101: Declaration,George Sotiropoulos,George Roop,Lightweight,0,SUB Kimura,2,1:59
UFC 101: Declaration,Jesse Lennox,Danillo Villefort,Welterweight,0,KO/TKO,3,3:37
UFC 100,Jon Fitch,Paulo Thiago,Welterweight,0,U-DEC,3,5:00
UFC 100,Brock Lesnar,Frank Mir,Heavyweight,1,KO/TKO Punches,2,1:48
UFC 100,Georges St-Pierre,Thiago Alves,Welterweight,1,U-DEC,5,5:00
UFC 100,Dan Henderson,Michael Bisping,Middleweight,0,KO/TKO Punch,2,3:20
UFC 100,Yoshihiro Akiyama,Alan Belcher,Middleweight,0,S-DEC,3,5:00
UFC 100,Mark Coleman,Stephan Bonnar,Light Heavyweight,0,U-DEC,3,5:00
UFC 100,Jim Miller,Mac Danzig,Lightweight,0,U-DEC,3,5:00
UFC 100,Jon Jones,Jake O'Brien,Light Heavyweight,0,SUB Guillotine Choke,2,2:43
UFC 100,Dong Hyun Kim,TJ Grant,Welterweight,0,U-DEC,3,5:00
UFC 100,Tom Lawlor,CB Dollaway,Middleweight,0,SUB Guillotine Choke,1,0:55
UFC 100,Shannon Gugerty,Matt Grice,Lightweight,0,SUB Guillotine Choke,1,2:36
The Ultimate Fighter: United States vs. United Kingdom Finale,Diego Sanchez,Clay Guida,Lightweight,0,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks,DaMarques Johnson,Welterweight,1,SUB Rear Naked Choke,1,4:54
The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle,Kevin Burns,Welterweight,0,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,Ross Pearson,Andre Winner,Lightweight,1,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,Joe Stevenson,Nate Diaz,Lightweight,0,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,Melvin Guillard,Gleison Tibau,Lightweight,0,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,Brad Blackburn,Edgar Garcia,Welterweight,0,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal,Mike Ciesnolevicz,Light Heavyweight,0,KO/TKO Knee,1,4:48
The Ultimate Fighter: United States vs. United Kingdom Finale,Nick Osipczak,Frank Lester,Welterweight,0,SUB Rear Naked Choke,1,3:40
The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent,Cameron Dollar,Lightweight,0,SUB Anaconda Choke,1,4:46
UFC 99: The Comeback,Rich Franklin,Wanderlei Silva,Catch Weight,0,U-DEC,3,5:00
UFC 99: The Comeback,Cain Velasquez,Cheick Kongo,Heavyweight,0,U-DEC,3,5:00
UFC 99: The Comeback,Mirko Filipovic,Mostapha Al-Turk,Heavyweight,0,KO/TKO Punches,1,3:06
UFC 99: The Comeback,Mike Swick,Ben Saunders,Welterweight,0,KO/TKO Punches,2,3:47
UFC 99: The Comeback,Spencer Fisher,Caol Uno,Lightweight,0,U-DEC,3,5:00
UFC 99: The Comeback,Dan Hardy,Marcus Davis,Welterweight,0,S-DEC,3,5:00
UFC 99: The Comeback,Terry Etim,Justin Buchholz,Lightweight,0,SUB D'Arce Choke,2,2:38
UFC 99: The Comeback,Dennis Siver,Dale Hartt,Lightweight,0,SUB Rear Naked Choke,1,3:23
UFC 99: The Comeback,Paul Taylor,Peter Sobotta,Welterweight,0,U-DEC,3,5:00
UFC 99: The Comeback,Paul Kelly,Rolando Delgado,Lightweight,0,U-DEC,3,5:00
UFC 99: The Comeback,Stefan Struve,Denis Stojnic,Heavyweight,0,SUB Rear Naked Choke,2,2:37
UFC 99: The Comeback,John Hathaway,Rick Story,Welterweight,0,U-DEC,3,5:00
UFC 98: Evans vs Machida,Lyoto Machida,Rashad Evans,Light Heavyweight,1,KO/TKO Punch,2,3:57
UFC 98: Evans vs Machida,Matt Hughes,Matt Serra,Welterweight,0,U-DEC,3,5:00
UFC 98: Evans vs Machida,Drew McFedries,Xavier Foupa-Pokam,Middleweight,0,KO/TKO Punches,1,0:37
UFC 98: Evans vs Machida,Chael Sonnen,Dan Miller,Middleweight,0,U-DEC,3,5:00
UFC 98: Evans vs Machida,Frankie Edgar,Sean Sherk,Lightweight,0,U-DEC,3,5:00
UFC 98: Evans vs Machida,Brock Larson,Mike Pyle,Welterweight,0,SUB Arm Triangle,1,3:06
UFC 98: Evans vs Machida,Tim Hague,Pat Barry,Heavyweight,0,SUB Guillotine Choke,1,1:42
UFC 98: Evans vs Machida,Kyle Bradley,Phillipe Nover,Lightweight,0,KO/TKO Punches,1,1:03
UFC 98: Evans vs Machida,Krzysztof Soszynski,Andre Gusmao,Light Heavyweight,0,KO/TKO Punch,1,3:17
UFC 98: Evans vs Machida,Yoshiyuki Yoshida,Brandon Wolff,Welterweight,0,SUB Guillotine Choke,1,2:24
UFC 98: Evans vs Machida,George Roop,David Kaplan,Lightweight,0,S-DEC,3,5:00
UFC 97: Redemption,Anderson Silva,Thales Leites,Middleweight,1,U-DEC,5,5:00
UFC 97: Redemption,Sam Stout,Matt Wiman,Lightweight,0,U-DEC,3,5:00
UFC 97: Redemption,Mauricio Rua,Chuck Liddell,Light Heavyweight,0,KO/TKO Punch,1,4:28
UFC 97: Redemption,Krzysztof Soszynski,Brian Stann,Light Heavyweight,0,SUB Kimura,1,3:53
UFC 97: Redemption,Cheick Kongo,Antoni Hardonk,Heavyweight,0,KO/TKO Punches,2,2:29
UFC 97: Redemption,Luiz Cane,Steve Cantwell,Light Heavyweight,0,U-DEC,3,5:00
UFC 97: Redemption,Denis Kang,Xavier Foupa-Pokam,Middleweight,0,U-DEC,3,5:00
UFC 97: Redemption,Nate Quarry,Jason MacDonald,Middleweight,0,KO/TKO Elbows,1,2:27
UFC 97: Redemption,Ed Herman,David Loiseau,Middleweight,0,U-DEC,3,5:00
UFC 97: Redemption,Mark Bocek,David Bielkheden,Lightweight,0,SUB Rear Naked Choke,1,4:57
UFC 97: Redemption,TJ Grant,Ryo Chonan,Welterweight,0,S-DEC,3,5:00
UFC 97: Redemption,Eliot Marshall,Vinny Magalhaes,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Martin Kampmann,Carlos Condit,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Ryan Bader,Carmelo Marrero,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Tyson Griffin,Rafael Dos Anjos,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Cole Miller,Junie Browning,Lightweight,0,SUB Guillotine Choke,1,1:58
UFC Fight Night: Condit vs Kampmann,Gleison Tibau,Jeremy Stephens,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Ricardo Almeida,Matt Horwich,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Brock Larson,Jesse Sanders,Welterweight,0,SUB Rear Naked Choke,1,2:01
UFC Fight Night: Condit vs Kampmann,Tim Credeur,Nick Catone,Middleweight,0,SUB Guillotine Choke,2,3:45
UFC Fight Night: Condit vs Kampmann,Jorge Rivera,Nissen Osterneck,Middleweight,0,S-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann,Rob Kimmons,Joe Vedepo,Middleweight,0,SUB Guillotine Choke,1,1:54
UFC Fight Night: Condit vs Kampmann,Aaron Simpson,Tim McKenzie,Middleweight,0,KO/TKO Punches,1,1:40
UFC 96: Jackson vs Jardine,Quinton Jackson,Keith Jardine,Light Heavyweight,0,U-DEC,3,5:00
UFC 96: Jackson vs Jardine,Shane Carwin,Gabriel Gonzaga,Heavyweight,0,KO/TKO Punch,1,1:09
UFC 96: Jackson vs Jardine,Matt Brown,Pete Sell,Welterweight,0,KO/TKO Punches,1,1:32
UFC 96: Jackson vs Jardine,Matt Hamill,Mark Munoz,Light Heavyweight,0,KO/TKO Kick,1,3:53
UFC 96: Jackson vs Jardine,Gray Maynard,Jim Miller,Lightweight,0,U-DEC,3,5:00
UFC 96: Jackson vs Jardine,Tamdan McCrory,Ryan Madigan,Welterweight,0,KO/TKO Elbows,1,3:35
UFC 96: Jackson vs Jardine,Kendall Grove,Jason Day,Middleweight,0,KO/TKO Punch,1,1:32
UFC 96: Jackson vs Jardine,Jason Brilz,Tim Boetsch,Light Heavyweight,0,U-DEC,3,5:00
UFC 96: Jackson vs Jardine,Brandon Vera,Michael Patt,Light Heavyweight,0,KO/TKO Kicks,2,1:27
UFC 96: Jackson vs Jardine,Shane Nelson,Aaron Riley,Lightweight,0,KO/TKO Punch,1,0:44
UFC 95: Sanchez vs Stevenson,Diego Sanchez,Joe Stevenson,Lightweight,0,U-DEC,3,5:00
UFC 95: Sanchez vs Stevenson,Dan Hardy,Rory Markham,Welterweight,0,KO/TKO Punch,1,1:09
UFC 95: Sanchez vs Stevenson,Nate Marquardt,Wilson Gouveia,Middleweight,0,KO/TKO Flying Knee,3,3:10
UFC 95: Sanchez vs Stevenson,Demian Maia,Chael Sonnen,Middleweight,0,SUB Triangle Choke,1,2:37
UFC 95: Sanchez vs Stevenson,Paulo Thiago,Josh Koscheck,Welterweight,0,KO/TKO Punches,1,3:29
UFC 95: Sanchez vs Stevenson,Terry Etim,Brian Cobb,Lightweight,0,KO/TKO Kick,2,0:10
UFC 95: Sanchez vs Stevenson,Junior Dos Santos,Stefan Struve,Heavyweight,0,KO/TKO Punches,1,0:54
UFC 95: Sanchez vs Stevenson,Evan Dunham,Per Eklund,Lightweight,0,KO/TKO Punch,1,2:13
UFC 95: Sanchez vs Stevenson,Mike Ciesnolevicz,Neil Grove,Heavyweight,0,SUB Heel Hook,1,1:03
UFC 95: Sanchez vs Stevenson,Paul Kelly,Troy Mandaloniz,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Lauzon vs Stephens,Joe Lauzon,Jeremy Stephens,Lightweight,0,SUB Armbar,2,4:43
UFC Fight Night: Lauzon vs Stephens,Cain Velasquez,Denis Stojnic,Heavyweight,0,KO/TKO Punches,2,2:34
UFC Fight Night: Lauzon vs Stephens,Josh Neer,Mac Danzig,Lightweight,0,SUB Triangle Choke,2,3:36
UFC Fight Night: Lauzon vs Stephens,Anthony Johnson,Luigi Fioravanti,Welterweight,0,KO/TKO Punch,1,4:39
UFC Fight Night: Lauzon vs Stephens,Kurt Pellegrino,Rob Emerson,Lightweight,0,SUB Rear Naked Choke,2,3:14
UFC Fight Night: Lauzon vs Stephens,Dan Miller,Jake Rosholt,Middleweight,0,SUB Guillotine Choke,1,1:03
UFC Fight Night: Lauzon vs Stephens,Matt Veach,Matt Grice,Lightweight,0,KO/TKO Punch,1,4:34
UFC Fight Night: Lauzon vs Stephens,Gleison Tibau,Rich Clementi,Lightweight,0,SUB Guillotine Choke,1,4:35
UFC Fight Night: Lauzon vs Stephens,Nick Catone,Derek Downey,Middleweight,0,SUB Keylock,2,1:15
UFC Fight Night: Lauzon vs Stephens,Matthew Riddle,Steve Bruno,Welterweight,0,U-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Georges St-Pierre,BJ Penn,Welterweight,1,KO/TKO,4,5:00
UFC 94: St-Pierre vs Penn 2,Lyoto Machida,Thiago Silva,Light Heavyweight,0,KO/TKO Punch,1,4:59
UFC 94: St-Pierre vs Penn 2,Jon Jones,Stephan Bonnar,Light Heavyweight,0,U-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Karo Parisyan,Dong Hyun Kim,Welterweight,0,Overturned,3,5:00
UFC 94: St-Pierre vs Penn 2,Clay Guida,Nate Diaz,Lightweight,0,S-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Jon Fitch,Akihiro Gono,Welterweight,0,U-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Thiago Tavares,Manvel Gamburyan,Lightweight,0,U-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,John Howard,Chris Wilson,Welterweight,0,S-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Jake O'Brien,Christian Wellisch,Light Heavyweight,0,S-DEC,3,5:00
UFC 94: St-Pierre vs Penn 2,Dan Cramer,Matt Arroyo,Welterweight,0,S-DEC,3,5:00
UFC 93: Franklin vs Henderson,Dan Henderson,Rich Franklin,Light Heavyweight,0,S-DEC,3,5:00
UFC 93: Franklin vs Henderson,Mauricio Rua,Mark Coleman,Light Heavyweight,0,KO/TKO Punches,3,4:36
UFC 93: Franklin vs Henderson,Rousimar Palhares,Jeremy Horn,Middleweight,0,U-DEC,3,5:00
UFC 93: Franklin vs Henderson,Alan Belcher,Denis Kang,Middleweight,0,SUB Guillotine Choke,2,4:36
UFC 93: Franklin vs Henderson,Marcus Davis,Chris Lytle,Welterweight,0,S-DEC,3,5:00
UFC 93: Franklin vs Henderson,John Hathaway,Tom Egan,Welterweight,0,KO/TKO Elbows,1,4:36
UFC 93: Franklin vs Henderson,Martin Kampmann,Alexandre Barros,Welterweight,0,KO/TKO Punches,2,3:09
UFC 93: Franklin vs Henderson,Eric Schafer,Antonio Mendes,Light Heavyweight,0,KO/TKO Punches,1,3:35
UFC 93: Franklin vs Henderson,Tomasz Drwal,Ivan Serati,Light Heavyweight,0,KO/TKO Punches,1,2:02
UFC 93: Franklin vs Henderson,Dennis Siver,Nate Mohr,Lightweight,0,KO/TKO Spinning Back Kick,3,3:45
UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin,Light Heavyweight,1,KO/TKO Punches,3,2:46
UFC 92: The Ultimate 2008,Frank Mir,Antonio Rodrigo Nogueira,Heavyweight,1,KO/TKO Punch,2,1:54
UFC 92: The Ultimate 2008,CB Dollaway,Mike Massenzio,Middleweight,0,KO/TKO Punches,1,3:01
UFC 92: The Ultimate 2008,Quinton Jackson,Wanderlei Silva,Light Heavyweight,0,KO/TKO Punch,1,3:21
UFC 92: The Ultimate 2008,Cheick Kongo,Mostapha Al-Turk,Heavyweight,0,KO/TKO Elbows,1,4:37
UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,Middleweight,0,U-DEC,3,5:00
UFC 92: The Ultimate 2008,Antoni Hardonk,Mike Wessel,Heavyweight,0,KO/TKO Punches,2,2:09
UFC 92: The Ultimate 2008,Matt Hamill,Reese Andy,Light Heavyweight,0,KO/TKO Punches,2,2:19
UFC 92: The Ultimate 2008,Brad Blackburn,Ryo Chonan,Welterweight,0,U-DEC,3,5:00
UFC 92: The Ultimate 2008,Pat Barry,Dan Evensen,Heavyweight,0,KO/TKO Kicks,1,2:36
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero,Phillipe Nover,Lightweight,1,U-DEC,3,5:00
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader,Vinny Magalhaes,Light Heavyweight,1,KO/TKO Punch,1,2:18
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson,Kevin Burns,Welterweight,0,KO/TKO Kick,3,0:28
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia,Jason MacDonald,Middleweight,0,KO/TKO Elbow,1,2:18
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning,David Kaplan,Lightweight,0,SUB Armbar,2,1:32
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski,Shane Primm,Light Heavyweight,0,SUB Kimura,2,3:27
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Eliot Marshall,Jules Bruchez,Light Heavyweight,0,SUB Rear Naked Choke,1,1:27
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor,Kyle Kingsbury,Light Heavyweight,0,U-DEC,3,5:00
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Shane Nelson,George Roop,Lightweight,0,S-DEC,3,5:00
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Rolando Delgado,John Polakowski,Lightweight,0,SUB Guillotine Choke,2,2:18
UFC Fight Night - Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,Welterweight,0,KO/TKO Punches,1,2:15
UFC Fight Night - Fight for the Troops,Mike Swick,Jonathan Goulet,Welterweight,0,KO/TKO Punch,1,0:33
UFC Fight Night - Fight for the Troops,Steve Cantwell,Razak Al-Hassan,Light Heavyweight,0,SUB Armbar,1,4:04
UFC Fight Night - Fight for the Troops,Tim Credeur,Nate Loughran,Middleweight,0,KO/TKO,2,5:00
UFC Fight Night - Fight for the Troops,Jim Miller,Matt Wiman,Lightweight,0,U-DEC,3,5:00
UFC Fight Night - Fight for the Troops,Luigi Fioravanti,Brodie Farber,Catch Weight,0,U-DEC,3,5:00
UFC Fight Night - Fight for the Troops,Steve Bruno,Johnny Rees,Welterweight,0,SUB Rear Naked Choke,2,3:44
UFC Fight Night - Fight for the Troops,Ben Saunders,Brandon Wolff,Welterweight,0,KO/TKO Knees,1,1:49
UFC Fight Night - Fight for the Troops,Dale Hartt,Corey Hill,Lightweight,0,KO/TKO,2,0:20
UFC Fight Night - Fight for the Troops,Justin McCully,Eddie Sanchez,Heavyweight,0,U-DEC,3,5:00
UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,Heavyweight,1,KO/TKO Punches,2,3:07
UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,Lightweight,0,SUB Rear Naked Choke,1,4:03
UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,Welterweight,0,SUB Armbar,1,3:59
UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,Heavyweight,0,KO/TKO Punch,1,1:01
UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,Middleweight,0,SUB Rear Naked Choke,1,2:13
UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,Lightweight,0,U-DEC,3,5:00
UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,Lightweight,0,KO/TKO Punch,3,0:39
UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,Lightweight,0,SUB Rear Naked Choke,3,3:16
UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,Welterweight,0,SUB Armbar,2,0:57
UFC 90: Silva vs Cote,Anderson Silva,Patrick Cote,Middleweight,1,KO/TKO,3,0:39
UFC 90: Silva vs Cote,Thiago Alves,Josh Koscheck,Welterweight,0,U-DEC,3,5:00
UFC 90: Silva vs Cote,Gray Maynard,Rich Clementi,Lightweight,0,U-DEC,3,5:00
UFC 90: Silva vs Cote,Junior Dos Santos,Fabricio Werdum,Heavyweight,0,KO/TKO Punch,1,1:21
UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,Lightweight,0,U-DEC,3,5:00
UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,Middleweight,0,SUB Rear Naked Choke,1,1:18
UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,Lightweight,0,SUB Triangle Choke,3,3:56
UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,Middleweight,0,U-DEC,3,5:00
UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,Lightweight,0,U-DEC,3,5:00
UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,Welterweight,0,U-DEC,3,5:00
UFC 89: Bisping vs Leben,Michael Bisping,Chris Leben,Middleweight,0,U-DEC,3,5:00
UFC 89: Bisping vs Leben,Keith Jardine,Brandon Vera,Light Heavyweight,0,S-DEC,3,5:00
UFC 89: Bisping vs Leben,Luiz Cane,Rameau Thierry Sokoudjou,Light Heavyweight,0,KO/TKO Punches,2,4:15
UFC 89: Bisping vs Leben,Chris Lytle,Paul Taylor,Welterweight,0,U-DEC,3,5:00
UFC 89: Bisping vs Leben,Marcus Davis,Paul Kelly,Welterweight,0,SUB Guillotine Choke,2,2:16
UFC 89: Bisping vs Leben,Dan Hardy,Akihiro Gono,Welterweight,0,S-DEC,3,5:00
