Evento,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo
UFC 324: Gaethje vs. Pimblett,Justin Gaethje,Paddy Pimblett,Lightweight,1,U-DEC,5,5:00
UFC 324: Gaethje vs. Pimblett,Sean O'Malley,Song Yadong,Bantamweight,0,U-DEC,3,5:00
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta,Derrick Lewis,Heavyweight,0,KO/TKO Punches,2,3:14
UFC 324: Gaethje vs. Pimblett,Natalia Silva,Rose Namajunas,Women's Flyweight,0,U-DEC,3,5:00
UFC 324: Gaethje vs. Pimblett,Jean Silva,Arnold Allen,Featherweight,0,U-DEC,3,5:00
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov,Deiveson Figueiredo,Bantamweight,0,U-DEC,3,5:00
UFC 324: Gaethje vs. Pimblett,Ateba Gautier,Andrey Pulyaev,Middleweight,0,U-DEC,3,5:00
UFC 324: Gaethje vs. Pimblett,Nikita Krylov,Modestas Bukauskas,Light Heavyweight,0,KO/TKO Punch,3,4:57
UFC 324: Gaethje vs. Pimblett,Alex Perez,Charles Johnson,Flyweight,0,KO/TKO Punch,1,3:16
UFC 324: Gaethje vs. Pimblett,Josh Hokit,Denzel Freeman,Heavyweight,0,KO/TKO Punches,1,4:59
UFC 324: Gaethje vs. Pimblett,Ty Miller,Adam Fugitt,Welterweight,0,KO/TKO Punches,1,4:59
UFC Fight Night: Royval vs. Kape,Manel Kape,Brandon Royval,Flyweight,0,KO/TKO Punches,1,3:18
UFC Fight Night: Royval vs. Kape,Kevin Vallejos,Giga Chikadze,Featherweight,0,KO/TKO Spinning Back Fist,2,1:29
UFC Fight Night: Royval vs. Kape,Cezary Oleksiejczuk,Cesar Almeida,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,Melquizael Costa,Morgan Charriere,Featherweight,0,KO/TKO Kick,1,1:14
UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu,Marcus Buchecha,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,King Green,Lance Gibson Jr.,Catch Weight,0,S-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,Yaroslav Amosov,Neil Magny,Welterweight,0,SUB Anaconda Choke,1,3:14
UFC Fight Night: Royval vs. Kape,Joanderson Brito,Isaac Thomson,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,Steven Asplund,Sean Sharaf,Heavyweight,0,KO/TKO Punches,2,3:49
UFC Fight Night: Royval vs. Kape,Luana Santos,Melissa Croden,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,Guilherme Pat,Allen Frye Jr.,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,Jamey-Lyn Horth,Tereza Bleda,Women's Flyweight,0,KO/TKO Punches,1,2:05
UFC 323: Dvalishvili vs. Yan 2,Petr Yan,Merab Dvalishvili,Bantamweight,1,U-DEC,5,5:00
UFC 323: Dvalishvili vs. Yan 2,Joshua Van,Alexandre Pantoja,Flyweight,1,KO/TKO,1,0:26
UFC 323: Dvalishvili vs. Yan 2,Tatsuro Taira,Brandon Moreno,Flyweight,0,KO/TKO Punches,2,2:24
UFC 323: Dvalishvili vs. Yan 2,Payton Talbott,Henry Cejudo,Bantamweight,0,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,Jan Blachowicz,Bogdan Guskov,Light Heavyweight,0,M-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,Manuel Torres,Grant Dawson,Lightweight,0,KO/TKO Punch,1,2:25
UFC 323: Dvalishvili vs. Yan 2,Chris Duncan,Terrance McKinney,Lightweight,0,SUB Anaconda Choke,1,2:30
UFC 323: Dvalishvili vs. Yan 2,Maycee Barber,Karine Silva,Women's Flyweight,0,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,Fares Ziam,Nazim Sadykhov,Lightweight,0,KO/TKO Punches,2,4:59
UFC 323: Dvalishvili vs. Yan 2,Brunno Ferreira,Marvin Vettori,Middleweight,0,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,Jalin Turner,Edson Barboza,Lightweight,0,KO/TKO Punches,1,2:24
UFC 323: Dvalishvili vs. Yan 2,Iwo Baraniewski,Ibo Aslan,Light Heavyweight,0,KO/TKO Punches,1,1:29
UFC 323: Dvalishvili vs. Yan 2,Mansur Abdul-Malik,Antonio Trocoli,Middleweight,0,SUB Guillotine Choke,1,1:09
UFC 323: Dvalishvili vs. Yan 2,Mairon Santos,Muhammad Naimov,Featherweight,0,KO/TKO Punches,3,0:21
UFC Fight Night: Tsarukyan vs. Hooker,Arman Tsarukyan,Dan Hooker,Lightweight,0,SUB Arm Triangle,2,3:34
UFC Fight Night: Tsarukyan vs. Hooker,Ian Machado Garry,Belal Muhammad,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,Volkan Oezdemir,Alonzo Menifield,Light Heavyweight,0,KO/TKO Punches,1,1:27
UFC Fight Night: Tsarukyan vs. Hooker,Myktybek Orolbai,Jack Hermansson,Welterweight,0,KO/TKO Punch,1,2:46
UFC Fight Night: Tsarukyan vs. Hooker,Waldo Cortes Acosta,Shamil Gaziev,Heavyweight,0,KO/TKO Punch,1,1:22
UFC Fight Night: Tsarukyan vs. Hooker,Kyoji Horiguchi,Tagir Ulanbekov,Flyweight,0,SUB Rear Naked Choke,3,2:18
UFC Fight Night: Tsarukyan vs. Hooker,Luke Riley,Bogdan Grad,Featherweight,0,KO/TKO Punches,2,0:30
UFC Fight Night: Tsarukyan vs. Hooker,Nicolas Dalby,Saygid Izagakhmaev,Welterweight,0,S-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,Asu Almabayev,Alex Perez,Flyweight,0,SUB Guillotine Choke,3,0:22
UFC Fight Night: Tsarukyan vs. Hooker,Abdul Rakhman Yakhyaev,Rafael Cerqueira,Light Heavyweight,0,SUB Rear Naked Choke,1,0:33
UFC Fight Night: Tsarukyan vs. Hooker,Aleksandre Topuria,Bekzat Almakhan,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,Ismail Naurdiev,Ryan Loder,Middleweight,0,KO/TKO Punch,1,1:26
UFC Fight Night: Tsarukyan vs. Hooker,Nurullo Aliev,Shem Rock,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,Denzel Freeman,Marek Bujlo,Heavyweight,0,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,Islam Makhachev,Jack Della Maddalena,Welterweight,1,U-DEC,5,5:00
UFC 322: Della Maddalena vs. Makhachev,Valentina Shevchenko,Zhang Weili,Women's Flyweight,1,U-DEC,5,5:00
UFC 322: Della Maddalena vs. Makhachev,Michael Morales,Sean Brady,Welterweight,0,KO/TKO Punches,1,3:27
UFC 322: Della Maddalena vs. Makhachev,Carlos Prates,Leon Edwards,Welterweight,0,KO/TKO Punch,2,1:28
UFC 322: Della Maddalena vs. Makhachev,Benoit Saint Denis,Beneil Dariush,Lightweight,0,KO/TKO Punch,1,0:16
UFC 322: Della Maddalena vs. Makhachev,Bo Nickal,Rodolfo Vieira,Middleweight,0,KO/TKO Kick,3,2:24
UFC 322: Della Maddalena vs. Makhachev,Gregory Rodrigues,Roman Kopylov,Middleweight,0,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,Erin Blanchfield,Tracy Cortez,Women's Flyweight,0,SUB Rear Naked Choke,2,4:44
UFC 322: Della Maddalena vs. Makhachev,Ethyn Ewing,Malcolm Wellmaker,Featherweight,0,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,Kyle Daukaus,Gerald Meerschaert,Middleweight,0,SUB D'Arce Choke,1,0:50
UFC 322: Della Maddalena vs. Makhachev,Pat Sabatini,Chepe Mariscal,Featherweight,0,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,Fatima Kline,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,Baisangur Susurkaev,Eric McConico,Middleweight,0,KO/TKO Punch,3,1:38
UFC 322: Della Maddalena vs. Makhachev,Matheus Camilo,Viacheslav Borshchev,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,Gabriel Bonfim,Randy Brown,Welterweight,0,KO/TKO Knee,2,1:40
UFC Fight Night: Bonfim vs. Brown,Joseph Morales,Matt Schnell,Flyweight,0,SUB Guillotine Choke,1,2:54
UFC Fight Night: Bonfim vs. Brown,Uros Medic,Muslim Salikhov,Welterweight,0,KO/TKO Punch,1,1:03
UFC Fight Night: Bonfim vs. Brown,Chris Padilla,Ismael Bonfim,Lightweight,0,KO/TKO Punches,2,4:30
UFC Fight Night: Bonfim vs. Brown,Christian Leroy Duncan,Marco Tulio,Middleweight,0,KO/TKO Punch,2,3:20
UFC Fight Night: Bonfim vs. Brown,Jamall Emmers,Hyder Amil,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,Raoni Barcelos,Ricky Simon,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,Jacqueline Cavalcanti,Mayra Bueno Silva,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,Josh Hokit,Max Gimenis,Heavyweight,0,KO/TKO Punches,1,0:56
UFC Fight Night: Bonfim vs. Brown,Denise Gomes,Tecia Pennington,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,Daniel Marcos,Miles Johns,Bantamweight,0,SUB Rear Naked Choke,2,4:23
UFC Fight Night: Bonfim vs. Brown,Zach Reese,Jackson McVey,Catch Weight,0,SUB Rear Naked Choke,2,1:38
UFC Fight Night: Garcia vs. Onama,Steve Garcia,David Onama,Featherweight,0,KO/TKO Punches,1,3:34
UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta,Ante Delija,Heavyweight,0,KO/TKO Punch,1,3:59
UFC Fight Night: Garcia vs. Onama,Jeremiah Wells,Themba Gorimbo,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,Yadier del Valle,Isaac Dulgarian,Featherweight,0,SUB Rear Naked Choke,1,3:41
UFC Fight Night: Garcia vs. Onama,Charles Radtke,Daniel Frunza,Welterweight,0,SUB Rear Naked Choke,3,4:29
UFC Fight Night: Garcia vs. Onama,Allan Nascimento,Cody Durden,Catch Weight,0,SUB Anaconda Choke,2,3:13
UFC Fight Night: Garcia vs. Onama,Billy Elekana,Kevin Christian,Light Heavyweight,0,SUB Rear Naked Choke,1,3:33
UFC Fight Night: Garcia vs. Onama,Timmy Cuamba,ChangHo Lee,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,Donte Johnson,Sedriques Dumas,Middleweight,0,SUB Guillotine Choke,2,1:25
UFC Fight Night: Garcia vs. Onama,Norma Dumont,Ketlen Vieira,Women's Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,Alice Ardelean,Montserrat Conejo Ruiz,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,Seokhyeon Ko,Phil Rowe,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,Talita Alencar,Ariane Carnelossi,Women's Strawweight,0,SUB Rear Naked Choke,3,4:36
UFC 321: Aspinall vs. Gane,Tom Aspinall,Ciryl Gane,Heavyweight,1,CNC,1,4:35
UFC 321: Aspinall vs. Gane,Mackenzie Dern,Virna Jandiroba,Women's Strawweight,1,U-DEC,5,5:00
UFC 321: Aspinall vs. Gane,Umar Nurmagomedov,Mario Bautista,Bantamweight,0,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Alexander Volkov,Jailton Almeida,Heavyweight,0,S-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Azamat Murzakanov,Aleksandar Rakic,Light Heavyweight,0,KO/TKO Punch,1,3:11
UFC 321: Aspinall vs. Gane,Quillan Salkilld,Nasrat Haqparast,Lightweight,0,KO/TKO Kick,1,2:30
UFC 321: Aspinall vs. Gane,Ikram Aliskerov,JunYong Park,Middleweight,0,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Ludovit Klein,Mateusz Rebecki,Lightweight,0,M-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Valter Walker,Louie Sutherland,Heavyweight,0,SUB Heel Hook,1,1:24
UFC 321: Aspinall vs. Gane,Nathaniel Wood,Jose Delgado,Featherweight,0,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Hamdy Abdelwahab,Chris Barnett,Heavyweight,0,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Mitch Raposo,Azat Maksum,Flyweight,0,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,Mizuki,Jaqueline Amorim,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,Brendan Allen,Reinier de Ridder,Middleweight,0,KO/TKO,4,5:00
UFC Fight Night: De Ridder vs. Allen,Mike Malott,Kevin Holland,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,Aiemann Zahabi,Marlon Vera,Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,Manon Fiorot,Jasmine Jasudavicius,Women's Flyweight,0,KO/TKO Punches,1,1:14
UFC Fight Night: De Ridder vs. Allen,Charles Jourdain,Davey Grant,Bantamweight,0,SUB Guillotine Choke,1,3:05
UFC Fight Night: De Ridder vs. Allen,Kyle Nelson,Matt Frevola,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,Drew Dober,Kyle Prepolec,Lightweight,0,KO/TKO Punches,3,1:16
UFC Fight Night: De Ridder vs. Allen,Aoriqileng,Cody Gibson,Bantamweight,0,KO/TKO Punch,1,0:21
UFC Fight Night: De Ridder vs. Allen,Bruno Silva,HyunSung Park,Flyweight,0,SUB Rear Naked Choke,3,2:15
UFC Fight Night: De Ridder vs. Allen,Djorden Santos,Danny Barlow,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,Stephanie Luciano,Ravena Oliveira,Women's Strawweight,0,SUB Rear Naked Choke,3,2:50
UFC Fight Night: De Ridder vs. Allen,Yousri Belgaroui,Azamat Bekoev,Middleweight,0,KO/TKO Punches,3,0:55
UFC Fight Night: De Ridder vs. Allen,Melissa Croden,Tainara Lisboa,Women's Bantamweight,0,KO/TKO Punches,3,4:32
UFC Fight Night: Oliveira vs. Gamrot,Charles Oliveira,Mateusz Gamrot,Lightweight,0,SUB Rear Naked Choke,2,2:48
UFC Fight Night: Oliveira vs. Gamrot,Deiveson Figueiredo,Montel Jackson,Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,Joel Alvarez,Vicente Luque,Welterweight,0,U-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,Mario Pinto,Jhonata Diniz,Heavyweight,0,KO/TKO Punches,2,4:10
UFC Fight Night: Oliveira vs. Gamrot,Kaan Ofli,Ricardo Ramos,Featherweight,0,SUB Rear Naked Choke,1,3:02
UFC Fight Night: Oliveira vs. Gamrot,Michael Aswell Jr.,Lucas Almeida,Featherweight,0,KO/TKO Punches,1,1:42
UFC Fight Night: Oliveira vs. Gamrot,Jafel Filho,Clayton Carpenter,Flyweight,0,SUB Kimura,1,4:42
UFC Fight Night: Oliveira vs. Gamrot,Vitor Petrino,Thomas Petersen,Heavyweight,0,KO/TKO Punch,3,0:26
UFC Fight Night: Oliveira vs. Gamrot,Bia Mesquita,Irina Alekseeva,Women's Bantamweight,0,SUB Rear Naked Choke,2,2:14
UFC Fight Night: Oliveira vs. Gamrot,Lucas Rocha,Stewart Nicoll,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,Julia Polastri,Karolina Kowalkiewicz,Women's Strawweight,0,KO/TKO Punches,3,2:56
UFC Fight Night: Oliveira vs. Gamrot,Luan Lacerda,Saimon Oliveira,Bantamweight,0,SUB Armbar,2,3:55
UFC 320: Ankalaev vs. Pereira 2,Alex Pereira,Magomed Ankalaev,Light Heavyweight,1,KO/TKO Elbows,1,1:20
UFC 320: Ankalaev vs. Pereira 2,Merab Dvalishvili,Cory Sandhagen,Bantamweight,1,U-DEC,5,5:00
UFC 320: Ankalaev vs. Pereira 2,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0,KO/TKO Punches,3,3:04
UFC 320: Ankalaev vs. Pereira 2,Youssef Zalal,Josh Emmett,Featherweight,0,SUB Armbar,1,1:38
UFC 320: Ankalaev vs. Pereira 2,Joe Pyfer,Abus Magomedov,Middleweight,0,SUB Rear Naked Choke,2,1:46
UFC 320: Ankalaev vs. Pereira 2,Ateba Gautier,Tre'ston Vines,Middleweight,0,KO/TKO Punches,1,1:41
UFC 320: Ankalaev vs. Pereira 2,Daniel Santos,JooSang Yoo,Catch Weight,0,KO/TKO Punch,2,0:21
UFC 320: Ankalaev vs. Pereira 2,Jakub Wiklacz,Patchy Mix,Bantamweight,0,S-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,Edmen Shahbazyan,Andre Muniz,Middleweight,0,KO/TKO Elbows,1,4:58
UFC 320: Ankalaev vs. Pereira 2,Punahele Soriano,Nikolay Veretennikov,Welterweight,0,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,Yana Santos,Macy Chiasson,Women's Bantamweight,0,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,Farid Basharat,Chris Gutierrez,Bantamweight,0,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,Ramiz Brahimaj,Austin Vanderford,Welterweight,0,SUB Guillotine Choke,2,2:24
UFC 320: Ankalaev vs. Pereira 2,Veronica Hardy,Brogan Walker,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Carlos Ulberg,Dominick Reyes,Light Heavyweight,0,KO/TKO Punches,1,4:27
UFC Fight Night: Ulberg vs. Reyes,Jimmy Crute,Ivan Erslan,Light Heavyweight,0,SUB Rear Naked Choke,1,3:19
UFC Fight Night: Ulberg vs. Reyes,Jack Jenkins,Ramon Taveras,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Neil Magny,Jake Matthews,Welterweight,0,SUB D'Arce Choke,3,3:08
UFC Fight Night: Ulberg vs. Reyes,Tom Nolan,Charlie Campbell,Lightweight,0,SUB Rear Naked Choke,1,4:08
UFC Fight Night: Ulberg vs. Reyes,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Cam Rowston,Andre Petroski,Middleweight,0,KO/TKO Punches,1,2:41
UFC Fight Night: Ulberg vs. Reyes,Jamie Mullarkey,Rolando Bedoya,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Colby Thicknesse,Josias Musasa,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Michelle Montague,Luana Carolina,Women's Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,Brando Pericic,Elisha Ellison,Heavyweight,0,KO/TKO Punches,1,1:55
UFC Fight Night: Ulberg vs. Reyes,Alexia Thainara,Loma Lookboonmee,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Diego Lopes,Jean Silva,Featherweight,0,KO/TKO Punches,2,4:48
UFC Fight Night: Lopes vs. Silva,David Martinez,Rob Font,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Rafa Garcia,Jared Gordon,Lightweight,0,KO/TKO Elbows,3,2:27
UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum,Dustin Stoltzfus,Middleweight,0,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Alexander Hernandez,Diego Ferreira,Lightweight,0,KO/TKO Punches,2,3:46
UFC Fight Night: Lopes vs. Silva,Santiago Luna,Quang Le,Bantamweight,0,KO/TKO Punch,1,2:48
UFC Fight Night: Lopes vs. Silva,Dusko Todorovic,Jose Daniel Medina,Middleweight,0,SUB Rear Naked Choke,1,4:21
UFC Fight Night: Lopes vs. Silva,Joaquim Silva,Claudio Puelles,Lightweight,0,S-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Tatiana Suarez,Amanda Lemos,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Jesus Aguilar,Luis Gurule,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Zach Reese,Sedriques Dumas,Middleweight,0,CNC,1,0:51
UFC Fight Night: Lopes vs. Silva,Alden Coria,Alessandro Costa,Flyweight,0,KO/TKO Punches,3,0:47
UFC Fight Night: Lopes vs. Silva,Montse Rendon,Alice Pereira,Women's Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,Daniil Donchenko,Rodrigo Sezinando,Welterweight,1,KO/TKO Punches,1,4:27
UFC Fight Night: Imavov vs. Borralho,Nassourdine Imavov,Caio Borralho,Middleweight,0,U-DEC,5,5:00
UFC Fight Night: Imavov vs. Borralho,Benoit Saint Denis,Mauricio Ruffy,Lightweight,0,SUB Rear Naked Choke,2,2:56
UFC Fight Night: Imavov vs. Borralho,Modestas Bukauskas,Paul Craig,Light Heavyweight,0,KO/TKO Elbow,1,5:00
UFC Fight Night: Imavov vs. Borralho,Mason Jones,Bolaji Oki,Lightweight,0,KO/TKO Elbows,2,3:18
UFC Fight Night: Imavov vs. Borralho,Axel Sola,Rhys McKee,Welterweight,0,KO/TKO Punch,3,2:02
UFC Fight Night: Imavov vs. Borralho,William Gomis,Robert Ruchala,Featherweight,0,U-DEC,3,5:00
UFC Fight Night: Imavov vs. Borralho,Oumar Sy,Brendson Ribeiro,Light Heavyweight,0,KO/TKO Punches,1,4:42
UFC Fight Night: Imavov vs. Borralho,Ante Delija,Marcin Tybura,Heavyweight,0,KO/TKO Punches,1,2:03
UFC Fight Night: Imavov vs. Borralho,Kaue Fernandes,Harry Hardwick,Lightweight,0,KO/TKO Kick,1,3:21
UFC Fight Night: Imavov vs. Borralho,Sam Patterson,Trey Waters,Welterweight,0,KO/TKO Punches,1,3:01
UFC Fight Night: Imavov vs. Borralho,Robert Bryczek,Brad Tavares,Middleweight,0,KO/TKO Punches,3,1:43
UFC Fight Night: Imavov vs. Borralho,Rinat Fakhretdinov,Andreas Gustafsson,Welterweight,0,KO/TKO Punches,1,0:54
UFC Fight Night: Imavov vs. Borralho,Sam Hughes,Shauna Bannon,Women's Strawweight,0,SUB Rear Naked Choke,2,1:58
UFC Fight Night: Walker vs. Zhang,Johnny Walker,Zhang Mingyang,Light Heavyweight,0,KO/TKO Punches,2,2:37
UFC Fight Night: Walker vs. Zhang,Aljamain Sterling,Brian Ortega,Catch Weight,0,U-DEC,5,5:00
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich,Waldo Cortes Acosta,Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,Sumudaerji,Kevin Borjas,Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji,Kiefer Crosbie,Welterweight,0,KO/TKO Elbows,1,3:33
UFC Fight Night: Walker vs. Zhang,Gauge Young,Maheshate,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,Charles Johnson,Lone'er Kavanagh,Flyweight,0,KO/TKO Punch,2,4:35
UFC Fight Night: Walker vs. Zhang,Rongzhu,Austin Hubbard,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,Kyle Daukaus,Michel Pereira,Middleweight,0,KO/TKO Elbows,1,0:43
UFC Fight Night: Walker vs. Zhang,Yizha,Westin Wilson,Featherweight,0,KO/TKO Punches,1,0:37
UFC Fight Night: Walker vs. Zhang,SuYoung You,Xiao Long,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev,Diyar Nurgozhay,Light Heavyweight,0,SUB Ezekiel Choke,1,2:45
UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev,Dricus Du Plessis,Middleweight,1,U-DEC,5,5:00
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy,Aaron Pico,Featherweight,0,KO/TKO Spinning Back Elbow,1,3:21
UFC 319: Du Plessis vs. Chimaev,Carlos Prates,Geoff Neal,Welterweight,0,KO/TKO Spinning Back Elbow,1,4:59
UFC 319: Du Plessis vs. Chimaev,Michael Page,Jared Cannonier,Middleweight,0,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,Tim Elliott,Kai Asakura,Flyweight,0,SUB Guillotine Choke,2,4:39
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev,Eric Nolan,Middleweight,0,SUB Rear Naked Choke,2,2:01
UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk,Gerald Meerschaert,Middleweight,0,KO/TKO Punches,1,3:03
UFC 319: Du Plessis vs. Chimaev,Loopy Godinez,Jessica Andrade,Women's Strawweight,0,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,Alexander Hernandez,Chase Hooper,Lightweight,0,KO/TKO Punch,1,4:58
UFC 319: Du Plessis vs. Chimaev,Drakkar Klose,Edson Barboza,Lightweight,0,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,Karine Silva,Dione Barbosa,Women's Flyweight,0,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,Joseph Morales,Alibi Idiris,Flyweight,1,SUB Triangle Choke,2,3:04
UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez,Roman Dolidze,Middleweight,0,SUB Rear Naked Choke,4,2:45
UFC Fight Night: Dolidze vs. Hernandez,Steve Erceg,Ode Osbourne,Bantamweight,0,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Iasmin Lucindo,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Andre Fili,Christian Rodriguez,Featherweight,0,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Jean Matsumoto,Miles Johns,Bantamweight,0,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Christian Leroy Duncan,Eryk Anders,Middleweight,0,KO/TKO Punches,1,3:53
UFC Fight Night: Dolidze vs. Hernandez,Julius Walker,Rafael Cerqueira,Light Heavyweight,0,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Elijah Smith,Toshiomi Kazama,Bantamweight,0,KO/TKO Slam,1,4:10
UFC Fight Night: Dolidze vs. Hernandez,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0,KO/TKO Punch,1,2:24
UFC Fight Night: Dolidze vs. Hernandez,Uros Medic,Gilbert Urbina,Welterweight,0,KO/TKO Punch,1,1:03
UFC Fight Night: Dolidze vs. Hernandez,Gabriella Fernandes,Julija Stoliarenko,Women's Flyweight,0,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,Eric McConico,Cody Brundage,Light Heavyweight,0,S-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Tatsuro Taira,HyunSung Park,Flyweight,0,SUB Neck Crank,2,1:06
UFC Fight Night: Taira vs. Park,Chris Duncan,Mateusz Rebecki,Lightweight,0,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,Esteban Ribovics,Elves Brener,Lightweight,0,U-DEC,3,5:00
