Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Taila Santos,Joanne Wood,Women's Flyweight,0,SUB Rear Naked Choke,1,4:49,289
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Sean Brady,Michael Chiesa,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Vieira vs. Tate,2021-11-20,"Las Vegas, Nevada, USA",Ketlen Vieira,Miesha Tate,Women's Bantamweight,0,U-DEC,5,5:00,300
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Joel Alvarez,Thiago Moises,Lightweight,0,KO/TKO Elbows,1,3:01,181
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Da Woon Jung,Kennedy Nzechukwu,Light Heavyweight,0,KO/TKO Elbows,1,3:04,184
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Rafael Alves,Marc Diakiese,Lightweight,0,SUB Guillotine Choke,1,1:48,108
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Cortney Casey,Liana Jojua,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Sean Woodson,Collin Anglin,Featherweight,0,KO/TKO Punches,1,4:30,270
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Andrea Lee,Cynthia Calvillo,Women's Flyweight,0,KO/TKO,2,5:00,300
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Song Yadong,Julio Arce,Bantamweight,0,KO/TKO Punches,2,1:35,95
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Khaos Williams,Miguel Baeza,Welterweight,0,KO/TKO Punch,3,1:02,62
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Felicia Spencer,Leah Letson,Women's Featherweight,0,KO/TKO Elbows,3,4:25,265
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Marcos Rogerio de Lima,Ben Rothwell,Heavyweight,0,KO/TKO Punches,1,0:32,32
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Max Holloway,Yair Rodriguez,Featherweight,0,U-DEC,5,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Chris Curtis,Phil Hawes,Middleweight,0,KO/TKO Punch,1,4:27,267
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Ode Osbourne,CJ Vergara,Flyweight,0,U-DEC,3,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Melsik Baghdasaryan,Bruno Souza,Featherweight,0,U-DEC,3,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Dustin Jacoby,John Allan,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Chris Barnett,Gian Villante,Heavyweight,0,KO/TKO Kick,2,2:23,143
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Ian Machado Garry,Jordan Williams,Welterweight,0,KO/TKO Punch,1,4:59,299
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Nassourdine Imavov,Edmen Shahbazyan,Middleweight,0,KO/TKO Elbows,2,4:52,292
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Marlon Vera,Frankie Edgar,Bantamweight,0,KO/TKO Kick,3,3:50,230
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",King Green,Al Iaquinta,Lightweight,0,KO/TKO Punches,1,2:25,145
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Alex Pereira,Andreas Michailidis,Middleweight,0,KO/TKO Flying Knee,2,0:18,18
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Justin Gaethje,Michael Chandler,Lightweight,0,U-DEC,3,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Shane Burgos,Billy Quarantillo,Featherweight,0,U-DEC,3,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Rose Namajunas,Zhang Weili,Women's Strawweight,1,S-DEC,5,5:00,300
UFC 268: Usman vs. Covington 2,2021-11-06,"New York City, New York, USA",Kamaru Usman,Colby Covington,Welterweight,1,U-DEC,5,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Zubaira Tukhugov,Ricardo Ramos,Featherweight,0,U-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tagir Ulanbekov,Allan Nascimento,Flyweight,0,S-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Andre Petroski,Hu Yaozong,Middleweight,0,SUB Arm Triangle,3,4:46,286
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lerone Murphy,Makwan Amirkhani,Featherweight,0,KO/TKO Knee,2,0:14,14
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Michal Oleksiejczuk,Shamil Gamzatov,Light Heavyweight,0,KO/TKO Punch,1,3:31,211
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Elizeu Zaleski dos Santos,Benoit Saint Denis,Welterweight,0,U-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Albert Duraev,Roman Kopylov,Middleweight,0,U-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,Cory Sandhagen,Bantamweight,1,U-DEC,5,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Amanda Ribas,Virna Jandiroba,Women's Strawweight,0,U-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,Li Jingliang,Welterweight,0,SUB Rear Naked Choke,1,3:16,196
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Alexander Volkov,Marcin Tybura,Heavyweight,0,U-DEC,3,5:00,300
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Dan Hooker,Lightweight,0,SUB Kimura,1,2:25,145
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Glover Teixeira,Jan Blachowicz,Light Heavyweight,1,SUB Rear Naked Choke,2,3:02,182
UFC 267: Blachowicz vs. Teixeira,2021-10-30,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,Volkan Oezdemir,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Mason Jones,David Onama,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Jonathan Martinez,Zviad Lazishvili,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Randa Markos,Livinha Souza,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Jeff Molina,Daniel Lacerda,Flyweight,0,KO/TKO Punches,2,0:46,46
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Jai Herbert,Khama Worthy,Lightweight,0,KO/TKO Punches,1,2:47,167
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Jamie Pickett,Laureano Staropoli,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Tabatha Ricci,Maria Oliveira,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Gregory Rodrigues,JunYong Park,Middleweight,0,KO/TKO Punch,2,3:13,193
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Nicolae Negumereanu,Ike Villanueva,Light Heavyweight,0,KO/TKO Punches,1,1:18,78
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Francisco Trinaldo,Dwight Grant,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Alex Caceres,SeungWoo Choi,Featherweight,0,SUB Rear Naked Choke,2,3:31,211
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Jessica-Rose Clark,Joselyne Edwards,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Grant Dawson,Ricky Glenn,Lightweight,0,M-DEC,3,5:00,300
UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Marvin Vettori,Paulo Costa,Light Heavyweight,0,U-DEC,5,5:00,300
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Bruno Silva,Andrew Sanchez,Middleweight,0,KO/TKO Punches,3,2:35,155
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Ariane Carnelossi,Istela Nunes,Women's Strawweight,0,SUB Rear Naked Choke,3,2:57,177
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Batgerel Danaa,Brandon Davis,Bantamweight,0,KO/TKO Punches,1,2:01,121
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Danny Roberts,Ramazan Emeev,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Luana Carolina,Loopy Godinez,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Nate Landwehr,Ludovit Klein,Featherweight,0,SUB Anaconda Choke,3,2:22,142
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Jim Miller,Erick Gonzalez,Lightweight,0,KO/TKO Punch,2,0:14,14
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Andrei Arlovski,Carlos Felipe,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Manon Fiorot,Mayra Bueno Silva,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"Las Vegas, Nevada, USA",Norma Dumont,Aspen Ladd,Women's Featherweight,0,U-DEC,5,5:00,300
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Randy Brown,Jared Gooden,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Matheus Nicolau,Tim Elliott,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Mariya Agapova,Sabina Mazo,Women's Flyweight,0,SUB Rear Naked Choke,3,0:53,53
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Chris Gutierrez,Felipe Colares,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Alexandr Romanov,Jared Vanderaa,Heavyweight,0,KO/TKO Punches,2,4:43,283
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Damon Jackson,Charles Rosa,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Loopy Godinez,Silvana Gomez Juarez,Women's Strawweight,0,SUB Armbar,1,4:14,254
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Steve Garcia,Charlie Ontiveros,Lightweight,0,KO/TKO Punches,2,1:51,111
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"Las Vegas, Nevada, USA",Marina Rodriguez,Mackenzie Dern,Women's Strawweight,0,U-DEC,5,5:00,300
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Casey O'Neill,Antonina Shevchenko,Women's Flyweight,0,KO/TKO Punches,2,4:47,287
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Alejandro Perez,Johnny Eduardo,Bantamweight,0,SUB Armbar,2,4:13,253
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Stephanie Egger,Shanna Young,Women's Bantamweight,0,KO/TKO Elbow,2,2:22,142
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Douglas Silva de Andrade,Gaetano Pirrello,Bantamweight,0,KO/TKO Punch,1,2:04,124
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Jamie Mullarkey,Devonte Smith,Lightweight,0,KO/TKO Punches,2,2:51,171
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Karol Rosa,Bethe Correia,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Alexander Hernandez,Mike Breeden,Lightweight,0,KO/TKO Punch,1,1:20,80
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Jared Gordon,Joe Solecki,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Krzysztof Jotko,Misha Cirkunov,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Kevin Holland,Kyle Daukaus,Middleweight,0,Overturned,1,3:43,223
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Thiago Santos,Johnny Walker,Light Heavyweight,0,U-DEC,5,5:00,300
UFC Fight Night: Santos vs. Walker,2021-10-02,"Las Vegas, Nevada, USA",Niko Price,Alex Oliveira,Welterweight,0,U-DEC,3,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Dan Hooker,Nasrat Haqparast,Lightweight,0,U-DEC,3,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Jonathan Pearce,Omar Morales,Featherweight,0,SUB Rear Naked Choke,2,3:31,211
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Matthew Semelsberger,Martin Sano,Welterweight,0,KO/TKO Punch,1,0:15,15
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Nick Maximov,Cody Brundage,Middleweight,0,U-DEC,3,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Jalin Turner,Uros Medic,Lightweight,0,SUB Rear Naked Choke,1,4:01,241
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Taila Santos,Roxanne Modafferi,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Chris Daukaus,Shamil Abdurakhimov,Heavyweight,0,KO/TKO Punch,2,1:23,83
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Merab Dvalishvili,Marlon Moraes,Bantamweight,0,KO/TKO Punches,2,4:25,265
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Curtis Blaydes,Jairzinho Rozenstruik,Heavyweight,0,U-DEC,3,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Robbie Lawler,Nick Diaz,Middleweight,0,KO/TKO Punch,3,0:44,44
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Valentina Shevchenko,Lauren Murphy,Women's Flyweight,1,KO/TKO Punches,4,4:00,240
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Alexander Volkanovski,Brian Ortega,Featherweight,1,U-DEC,5,5:00,300
UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Jessica Andrade,Cynthia Calvillo,Women's Flyweight,0,KO/TKO Punches,1,4:54,294
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Raquel Pennington,Pannie Kianzad,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Hannah Goldy,Emily Whitmire,Women's Flyweight,0,SUB Armbar,1,4:17,257
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Gustavo Lopez,Alatengheili,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Erin Blanchfield,Sarah Alpar,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Montel Jackson,JP Buys,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Rongzhu,Brandon Jenkins,Lightweight,0,KO/TKO Punches,3,4:35,275
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Carlston Harris,Impa Kasanganay,Welterweight,0,KO/TKO Punches,1,2:38,158
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Tafon Nchukwi,Mike Rodriguez,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Nate Maness,Tony Gravely,Bantamweight,0,KO/TKO Punches,2,2:10,130
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Arman Tsarukyan,Christos Giagos,Lightweight,0,KO/TKO Punches,1,2:09,129
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Ariane da Silva,Mandy Bohm,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Ion Cutelaba,Devin Clark,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Anthony Smith,Ryan Spann,Light Heavyweight,0,SUB Rear Naked Choke,1,3:47,227
UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",Joaquin Buckley,Antonio Arroyo,Middleweight,0,KO/TKO Punches,3,2:26,146
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Molly McCann,Ji Yeon Kim,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Marc-Andre Barriault,Dalcha Lungiambula,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Julian Erosa,Charles Jourdain,Catch Weight,0,SUB D'Arce Choke,3,2:56,176
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Jack Shore,Liudvik Sholinian,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Modestas Bukauskas,Light Heavyweight,0,KO/TKO Kick,2,2:30,150
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Paddy Pimblett,Luigi Vendramini,Lightweight,0,KO/TKO Punches,1,4:25,265
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Alex Morono,David Zawada,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Tom Aspinall,Serghei Spivac,Heavyweight,0,KO/TKO Elbow,1,2:30,150
UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Derek Brunson,Darren Till,Middleweight,0,SUB Rear Naked Choke,3,2:13,133
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Wellington Turman,Sam Alvey,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Mana Martinez,Guido Cannetti,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Pat Sabatini,Jamall Emmers,Featherweight,0,SUB Heel Hook,1,1:53,113
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",JJ Aldrich,Vanessa Demopoulos,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Dustin Jacoby,Darren Stewart,Light Heavyweight,0,KO/TKO Punches,1,3:04,184
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Abdul Razak Alhassan,Alessio Di Chirico,Middleweight,0,KO/TKO Kick,1,0:17,17
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Gerald Meerschaert,Makhmud Muradov,Middleweight,0,SUB Rear Naked Choke,2,1:49,109
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Andre Petroski,Micheal Gillmore,Middleweight,0,KO/TKO Elbows,3,3:12,192
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Daniel Rodriguez,Kevin Lee,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Ricky Turcios,Brady Hiestand,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Bryan Battle,Gilbert Urbina,Middleweight,0,SUB Rear Naked Choke,2,2:15,135
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,"Las Vegas, Nevada, USA",Giga Chikadze,Edson Barboza,Featherweight,0,KO/TKO Punch,3,1:44,104
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Brian Kelleher,Domingo Pilarte,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Ramiz Brahimaj,Sasha Palatnikov,Welterweight,0,SUB Rear Naked Choke,1,2:33,153
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Ignacio Bahamondes,Roosevelt Roberts,Lightweight,0,KO/TKO Kick,3,4:55,295
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",William Knight,Fabio Cherant,Light Heavyweight,0,KO/TKO Punch,1,3:58,238
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Josiane Nunes,Bea Malecki,Women's Bantamweight,0,KO/TKO Punch,1,4:54,294
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Austin Lingo,Luis Saldana,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Alexandre Pantoja,Brandon Royval,Flyweight,0,SUB Rear Naked Choke,2,1:46,106
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Vinc Pichel,Austin Hubbard,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Saidyokub Kakhramonov,Trevin Jones,Bantamweight,0,SUB Guillotine Choke,3,4:39,279
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Parker Porter,Chase Sherman,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Mark Madsen,Clay Guida,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",Jared Cannonier,Kelvin Gastelum,Middleweight,0,U-DEC,5,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Alonzo Menifield,Ed Herman,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Johnny Munoz,Jamey Simmons,Bantamweight,0,SUB Rear Naked Choke,2,2:35,155
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Melissa Gatto,Victoria Leonardo,Women's Flyweight,0,KO/TKO,2,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Miles Johns,Anderson Dos Santos,Bantamweight,0,KO/TKO Punch,3,1:16,76
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Manel Kape,Ode Osbourne,Flyweight,0,KO/TKO Flying Knee,1,4:44,284
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Jessica Penne,Karolina Kowalkiewicz,Women's Strawweight,0,SUB Armbar,1,4:32,272
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Ciryl Gane,Derrick Lewis,Heavyweight,1,KO/TKO Punches,3,4:11,251
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Vince Morales,Drako Rodriguez,Bantamweight,0,U-DEC,3,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Rafael Fiziev,King Green,Lightweight,0,U-DEC,3,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Song Yadong,Casey Kenney,Bantamweight,0,S-DEC,3,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Tecia Pennington,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00,300
UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Vicente Luque,Michael Chiesa,Welterweight,0,SUB D'Arce Choke,1,3:25,205
